<slot> <slotStart> <txPackets> <rxPackets> <tooLateRxPackets>
1.00001 0 0 0
1.00023 0 0 0
1.00065 0 0 0
1.00115 0 0 0
1.00215 0 0 0
1.00265 0 0 0
1.00315 0 0 0
1.00365 0 0 0
1.00465 0 0 0
1.00515 0 0 0
1.00565 0 0 0
1.00615 0 0 0
1.00715 0 0 0
1.00765 16 16 0
1.00815 16 16 0
1.00865 20 20 0
1.00965 0 0 0
1.01065 0 0 0
1.01115 0 0 0
1.01215 0 0 0
1.01265 0 0 0
1.01315 0 0 0
1.01365 0 0 0
1.01465 0 0 0
1.01515 0 0 0
1.01565 0 0 0
1.01615 0 0 0
1.01715 0 0 0
1.01765 0 0 0
1.01815 0 0 0
1.01865 0 0 0
1.01973 0 0 0
1.02023 0 0 0
1.02065 0 0 0
1.02115 0 0 0
1.02215 0 0 0
1.02265 0 0 0
1.02315 0 0 0
1.02365 0 0 0
1.02465 0 0 0
1.02515 0 0 0
1.02565 0 0 0
1.02615 0 0 0
1.02715 0 0 0
1.02765 16 16 0
1.02815 16 16 0
1.02865 20 20 0
1.02965 0 0 0
1.03065 0 0 0
1.03115 0 0 0
1.03215 0 0 0
1.03265 0 0 0
1.03315 0 0 0
1.03365 0 0 0
1.03465 0 0 0
1.03515 0 0 0
1.03565 0 0 0
1.03615 0 0 0
1.03715 0 0 0
1.03765 0 0 0
1.03815 0 0 0
1.03865 0 0 0
1.03973 0 0 0
1.04023 0 0 0
1.04065 0 0 0
1.04115 0 0 0
1.04215 0 0 0
1.04265 0 0 0
1.04315 0 0 0
1.04365 0 0 0
1.04465 0 0 0
1.04515 0 0 0
1.04565 0 0 0
1.04615 0 0 0
1.04715 0 0 0
1.04765 16 16 0
1.04815 16 16 0
1.04865 20 20 0
1.04965 0 0 0
1.05065 0 0 0
1.05115 0 0 0
1.05215 0 0 0
1.05265 0 0 0
1.05315 0 0 0
1.05365 0 0 0
1.05465 0 0 0
1.05515 0 0 0
1.05565 0 0 0
1.05615 0 0 0
1.05715 0 0 0
1.05765 0 0 0
1.05815 0 0 0
1.05865 0 0 0
1.05973 0 0 0
1.06023 0 0 0
1.06065 0 0 0
1.06115 0 0 0
1.06215 0 0 0
1.06265 0 0 0
1.06315 0 0 0
1.06365 0 0 0
1.06465 0 0 0
1.06515 0 0 0
1.06565 0 0 0
1.06615 0 0 0
1.06715 0 0 0
